Year,Area,AQI,Rainfall (mm)
2020,Shinganayakanahalli,45,160 mm
2020,Chikkapete,45,160 mm
2020,Chamarajapete,45,160 mm
2020,Chamarajapete,45,160 mm
2020,Vijaya Nagar,45,160 mm
2020,Chikkapete,45,160 mm
2020,Vidyaranyapura,45,160 mm
2020,Bettahalasuru,45,160 mm
2020,Uttarahalli,45,160 mm
2020,Puradhapalya,45,160 mm
2020,Puradhapalya,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Vijaya Nagar,45,160 mm
2020,Hosamanegalu,45,160 mm
2020,Nagavara,45,160 mm
2020,Krishnarajapuram,45,160 mm
2020,Marenahalli,45,160 mm
2020,Bettahalasuru,45,160 mm
2020,Badamanavarthekaval,45,160 mm
2020,Marathahalli,45,160 mm
2020,Sarjapura,45,160 mm
2020,Ramamurthy Nagar,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Electronic City,45,160 mm
2020,Frazer Town,45,160 mm
2020,Sriramapuram,45,160 mm
2020,Banashankari,45,160 mm
2020,Yeswanthpur,45,160 mm
2020,Vijaya Nagar,45,160 mm
2020,Vijaya Nagar,45,160 mm
2020,Jalahalli,45,160 mm
2020,Gunjur,45,160 mm
2020,Jalahalli,45,160 mm
2020,Hebbal,45,160 mm
2020,Halasuru,45,160 mm
2020,Shivajinagar,45,160 mm
2020,HSR Layout,45,160 mm
2020,Vijaya Nagar,45,160 mm
2020,Sarjapura,45,160 mm
2020,Anekal,45,160 mm
2020,Hebbal,45,160 mm
2020,Anekal,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Hoodi,45,160 mm
2020,Banaswadi,45,160 mm
2020,Banashankari,45,160 mm
2020,Anekal,45,160 mm
2020,Halasuru,45,160 mm
2020,Bettahalasuru,45,160 mm
2020,RMV 2nd Stage,45,160 mm
2020,Whitefield,45,160 mm
2020,Anekal,45,160 mm
2020,Indiranagar,45,160 mm
2020,Indiranagar,45,160 mm
2020,Rajajinagar,45,160 mm
2020,Banashankari,45,160 mm
2020,RT Nagar,45,160 mm
2020,Shinganayakanahalli,45,160 mm
2020,Jalahalli,45,160 mm
2020,Jalahalli,45,160 mm
2020,Banaswadi,45,160 mm
2020,Jayanagar,45,160 mm
2020,Jayanagar,45,160 mm
2020,Basavanagudi,45,160 mm
2020,Jayanagar,45,160 mm
2020,Frazer Town,45,160 mm
2020,Whitefield,45,160 mm
2020,Anekal,45,160 mm
2020,Basaveshwaranagar,45,160 mm
2020,Gandhinagar,45,160 mm
2020,Malleswaram,45,160 mm
2020,Lingarajapuram,45,160 mm
2020,Puradhapalya,45,160 mm
2020,Hosamanegalu,45,160 mm
2020,Hosamanegalu,45,160 mm
2020,Banaswadi,45,160 mm
2020,Basaveshwaranagar,45,160 mm
2020,Hosamanegalu,45,160 mm
2020,Marenahalli,45,160 mm
2020,Mahalakshmi Layout,45,160 mm
2020,Banashankari,45,160 mm
2020,Rajarajeshwari Nagar,45,160 mm
2020,Koramangala,45,160 mm
2020,Shinganayakanahalli,45,160 mm
2020,Sahakaranagara,45,160 mm
2020,Badamanavarthekaval,45,160 mm
2020,Koramangala,45,160 mm
2020,Koramangala,45,160 mm
2020,Koramangala,45,160 mm
2020,Kyalasanahalli,45,160 mm
2020,Krishnarajapuram,45,160 mm
2020,Ramamurthy Nagar,45,160 mm
2020,Sarjapura,45,160 mm
2020,Chikkelluru Ramapura,45,160 mm
2020,Marathahalli,45,160 mm
2020,Basavanagudi,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Lingarajapuram,45,160 mm
2020,Mathikere,45,160 mm
2020,Jayanagar,45,160 mm
2020,Kempapura Agrahara,45,160 mm
2020,Hoodi,45,160 mm
2020,Mahalakshmi Layout,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Baiyyappanahalli,45,160 mm
2020,Malleswaram,45,160 mm
2020,Malleswaram,45,160 mm
2020,Baiyyappanahalli,45,160 mm
2020,Marathahalli,45,160 mm
2020,Anekal,45,160 mm
2020,Baiyyappanahalli,45,160 mm
2020,Mathikere,45,160 mm
2020,Basavanagudi,45,160 mm
2020,Icchanguru,45,160 mm
2020,Byyappanahalli,45,160 mm
2020,Hosamanegalu,45,160 mm
2020,Malleswaram,45,160 mm
2020,Mathikere,45,160 mm
2020,Byyappanahalli,45,160 mm
2020,Richmond Town,45,160 mm
2020,Narayanagatta,45,160 mm
2020,Gunjur,45,160 mm
2020,Hosamanegalu,45,160 mm
2020,Nagarabhavi,45,160 mm
2020,Nagasandra,45,160 mm
2020,Nagavara,45,160 mm
2020,Mahalakshmi Layout,45,160 mm
2020,Chikkapete,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Rajarajeshwari Nagar,45,160 mm
2020,Icchanguru,45,160 mm
2020,Chikkapete,45,160 mm
2020,Sriramapuram,45,160 mm
2020,RT Nagar,45,160 mm
2020,Jayanagar,45,160 mm
2020,Malleswaram,45,160 mm
2020,Gunjur,45,160 mm
2020,Basavanagudi,45,160 mm
2020,RT Nagar,45,160 mm
2020,RMV 2nd Stage,45,160 mm
2020,Rajajinagar,45,160 mm
2020,Rajajinagar,45,160 mm
2020,Rajajinagar,45,160 mm
2020,Shinganayakanahalli,45,160 mm
2020,Rajarajeshwari Nagar,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Sriramapuram,45,160 mm
2020,Whitefield,45,160 mm
2020,Nagavara,45,160 mm
2020,Ramamurthy Nagar,45,160 mm
2020,Marathahalli,45,160 mm
2020,Richmond Town,45,160 mm
2020,Kengeri,45,160 mm
2020,Sadashivanagar,45,160 mm
2020,Sahakaranagara,45,160 mm
2020,Anekal,45,160 mm
2020,Hosamanegalu,45,160 mm
2020,Sarjapura,45,160 mm
2020,Sadashivanagar,45,160 mm
2020,Malleswaram,45,160 mm
2020,Basavanagudi,45,160 mm
2020,Anekal,45,160 mm
2020,Shinganayakanahalli,45,160 mm
2020,Halasuru,45,160 mm
2020,Halasuru,45,160 mm
2020,Chikkapete,45,160 mm
2020,Sriramapuram,45,160 mm
2020,Koramangala,45,160 mm
2020,Lingarajapuram,45,160 mm
2020,Gandhinagar,45,160 mm
2020,Uttarahalli,45,160 mm
2020,Malleswaram,45,160 mm
2020,Bettahalasuru,45,160 mm
2020,Puradhapalya,45,160 mm
2020,Byyappanahalli,45,160 mm
2020,Anekal,45,160 mm
2020,Jayanagar,45,160 mm
2020,RT Nagar,45,160 mm
2020,Anekal,45,160 mm
2020,Gunjur,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Malleswaram,45,160 mm
2020,Nagavara,45,160 mm
2020,Vasanth Nagar,45,160 mm
2020,Bettahalasuru,45,160 mm
2020,Vidyaranyapura,45,160 mm
2020,Vijaya Nagar,45,160 mm
2020,Vijaya Nagar,45,160 mm
2020,Byyappanahalli,45,160 mm
2020,Basavanagudi,45,160 mm
2020,Herohalli,45,160 mm
2020,Chamarajapete,45,160 mm
2020,Austin Town,45,160 mm
2020,Malleswaram,45,160 mm
2020,Shinganayakanahalli,45,160 mm
2020,Whitefield,45,160 mm
2020,Icchanguru,45,160 mm
2020,Jayanagar,45,160 mm
2020,Shinganayakanahalli,45,160 mm
2020,Shinganayakanahalli,45,160 mm
2020,Marathahalli,45,160 mm
2020,Yeswanthpur,45,160 mm
2020,Yeswanthpur,45,160 mm
2021,Hunasamaranahalli,58,138 mm
2021,Koramangala,58,138 mm
2021,Sahakaranagara,58,138 mm
2021,Hebbal,58,138 mm
2021,Anekal,58,138 mm
2021,Anekal,58,138 mm
2021,Nagavara,58,138 mm
2021,Malleswaram,58,138 mm
2021,Icchanguru,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Austin Town,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Mahalakshmi Layout,58,138 mm
2021,Chikkapete,58,138 mm
2021,Jayanagar,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Nagasandra,58,138 mm
2021,Marenahalli,58,138 mm
2021,Chikkapete,58,138 mm
2021,Banashankari,58,138 mm
2021,Banaswadi,58,138 mm
2021,Marenahalli,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Chikkapete,58,138 mm
2021,Chikkapete,58,138 mm
2021,Gandhinagar,58,138 mm
2021,Chikkapete,58,138 mm
2021,Richmond Town,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Bannerughatta,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Basavanagudi,58,138 mm
2021,Chikkapete,58,138 mm
2021,Basaveshwaranagar,58,138 mm
2021,Mahalakshmi Layout,58,138 mm
2021,Haralur,58,138 mm
2021,Frazer Town,58,138 mm
2021,Anekal,58,138 mm
2021,Bettahalasuru,58,138 mm
2021,Rajajinagar,58,138 mm
2021,Byyappanahalli,58,138 mm
2021,Icchanguru,58,138 mm
2021,Byyappanahalli,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,C V Raman Nagar,58,138 mm
2021,Richmond Town,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Chikkapete,58,138 mm
2021,Chamarajapete,58,138 mm
2021,Chamarajapete,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Chikkapete,58,138 mm
2021,Vidyaranyapura,58,138 mm
2021,Bettahalasuru,58,138 mm
2021,Uttarahalli,58,138 mm
2021,Puradhapalya,58,138 mm
2021,Puradhapalya,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Hosamanegalu,58,138 mm
2021,Nagavara,58,138 mm
2021,Krishnarajapuram,58,138 mm
2021,Marenahalli,58,138 mm
2021,Bettahalasuru,58,138 mm
2021,Badamanavarthekaval,58,138 mm
2021,Marathahalli,58,138 mm
2021,Sarjapura,58,138 mm
2021,Ramamurthy Nagar,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Electronic City,58,138 mm
2021,Frazer Town,58,138 mm
2021,Sriramapuram,58,138 mm
2021,Banashankari,58,138 mm
2021,Yeswanthpur,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Jalahalli,58,138 mm
2021,Gunjur,58,138 mm
2021,Jalahalli,58,138 mm
2021,Hebbal,58,138 mm
2021,Halasuru,58,138 mm
2021,Shivajinagar,58,138 mm
2021,HSR Layout,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Sarjapura,58,138 mm
2021,Anekal,58,138 mm
2021,Hebbal,58,138 mm
2021,Anekal,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Hoodi,58,138 mm
2021,Banaswadi,58,138 mm
2021,Banashankari,58,138 mm
2021,Anekal,58,138 mm
2021,Halasuru,58,138 mm
2021,Bettahalasuru,58,138 mm
2021,RMV 2nd Stage,58,138 mm
2021,Whitefield,58,138 mm
2021,Anekal,58,138 mm
2021,Indiranagar,58,138 mm
2021,Indiranagar,58,138 mm
2021,Rajajinagar,58,138 mm
2021,Banashankari,58,138 mm
2021,RT Nagar,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Jalahalli,58,138 mm
2021,Jalahalli,58,138 mm
2021,Banaswadi,58,138 mm
2021,Jayanagar,58,138 mm
2021,Jayanagar,58,138 mm
2021,Basavanagudi,58,138 mm
2021,Jayanagar,58,138 mm
2021,Frazer Town,58,138 mm
2021,Whitefield,58,138 mm
2021,Anekal,58,138 mm
2021,Basaveshwaranagar,58,138 mm
2021,Gandhinagar,58,138 mm
2021,Malleswaram,58,138 mm
2021,Lingarajapuram,58,138 mm
2021,Puradhapalya,58,138 mm
2021,Hosamanegalu,58,138 mm
2021,Hosamanegalu,58,138 mm
2021,Banaswadi,58,138 mm
2021,Basaveshwaranagar,58,138 mm
2021,Hosamanegalu,58,138 mm
2021,Marenahalli,58,138 mm
2021,Mahalakshmi Layout,58,138 mm
2021,Banashankari,58,138 mm
2021,Rajarajeshwari Nagar,58,138 mm
2021,Koramangala,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Sahakaranagara,58,138 mm
2021,Badamanavarthekaval,58,138 mm
2021,Koramangala,58,138 mm
2021,Koramangala,58,138 mm
2021,Koramangala,58,138 mm
2021,Kyalasanahalli,58,138 mm
2021,Krishnarajapuram,58,138 mm
2021,Ramamurthy Nagar,58,138 mm
2021,Sarjapura,58,138 mm
2021,Chikkelluru Ramapura,58,138 mm
2021,Marathahalli,58,138 mm
2021,Basavanagudi,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Lingarajapuram,58,138 mm
2021,Mathikere,58,138 mm
2021,Jayanagar,58,138 mm
2021,Kempapura Agrahara,58,138 mm
2021,Hoodi,58,138 mm
2021,Mahalakshmi Layout,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Baiyyappanahalli,58,138 mm
2021,Malleswaram,58,138 mm
2021,Malleswaram,58,138 mm
2021,Baiyyappanahalli,58,138 mm
2021,Marathahalli,58,138 mm
2021,Anekal,58,138 mm
2021,Baiyyappanahalli,58,138 mm
2021,Mathikere,58,138 mm
2021,Basavanagudi,58,138 mm
2021,Icchanguru,58,138 mm
2021,Byyappanahalli,58,138 mm
2021,Hosamanegalu,58,138 mm
2021,Malleswaram,58,138 mm
2021,Mathikere,58,138 mm
2021,Byyappanahalli,58,138 mm
2021,Richmond Town,58,138 mm
2021,Narayanagatta,58,138 mm
2021,Gunjur,58,138 mm
2021,Hosamanegalu,58,138 mm
2021,Nagarabhavi,58,138 mm
2021,Nagasandra,58,138 mm
2021,Nagavara,58,138 mm
2021,Mahalakshmi Layout,58,138 mm
2021,Chikkapete,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Rajarajeshwari Nagar,58,138 mm
2021,Icchanguru,58,138 mm
2021,Chikkapete,58,138 mm
2021,Sriramapuram,58,138 mm
2021,RT Nagar,58,138 mm
2021,Jayanagar,58,138 mm
2021,Malleswaram,58,138 mm
2021,Gunjur,58,138 mm
2021,Basavanagudi,58,138 mm
2021,RT Nagar,58,138 mm
2021,RMV 2nd Stage,58,138 mm
2021,Rajajinagar,58,138 mm
2021,Rajajinagar,58,138 mm
2021,Rajajinagar,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Rajarajeshwari Nagar,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Sriramapuram,58,138 mm
2021,Whitefield,58,138 mm
2021,Nagavara,58,138 mm
2021,Ramamurthy Nagar,58,138 mm
2021,Marathahalli,58,138 mm
2021,Richmond Town,58,138 mm
2021,Kengeri,58,138 mm
2021,Sadashivanagar,58,138 mm
2021,Sahakaranagara,58,138 mm
2021,Anekal,58,138 mm
2021,Hosamanegalu,58,138 mm
2021,Sarjapura,58,138 mm
2021,Sadashivanagar,58,138 mm
2021,Malleswaram,58,138 mm
2021,Basavanagudi,58,138 mm
2021,Anekal,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Halasuru,58,138 mm
2021,Halasuru,58,138 mm
2021,Chikkapete,58,138 mm
2021,Sriramapuram,58,138 mm
2021,Koramangala,58,138 mm
2021,Lingarajapuram,58,138 mm
2021,Gandhinagar,58,138 mm
2021,Uttarahalli,58,138 mm
2021,Malleswaram,58,138 mm
2021,Bettahalasuru,58,138 mm
2021,Puradhapalya,58,138 mm
2021,Byyappanahalli,58,138 mm
2021,Anekal,58,138 mm
2021,Jayanagar,58,138 mm
2021,RT Nagar,58,138 mm
2021,Anekal,58,138 mm
2021,Gunjur,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Malleswaram,58,138 mm
2021,Nagavara,58,138 mm
2021,Vasanth Nagar,58,138 mm
2021,Bettahalasuru,58,138 mm
2021,Vidyaranyapura,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Vijaya Nagar,58,138 mm
2021,Byyappanahalli,58,138 mm
2021,Basavanagudi,58,138 mm
2021,Herohalli,58,138 mm
2021,Chamarajapete,58,138 mm
2021,Austin Town,58,138 mm
2021,Malleswaram,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Whitefield,58,138 mm
2021,Icchanguru,58,138 mm
2021,Jayanagar,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Shinganayakanahalli,58,138 mm
2021,Marathahalli,58,138 mm
2021,Yeswanthpur,58,138 mm
2021,Yeswanthpur,58,138 mm
2022,Hunasamaranahalli,60,142 mm
2022,Koramangala,60,142 mm
2022,Sahakaranagara,60,142 mm
2022,Hebbal,60,142 mm
2022,Anekal,60,142 mm
2022,Anekal,60,142 mm
2022,Nagavara,60,142 mm
2022,Malleswaram,60,142 mm
2022,Icchanguru,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Austin Town,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Mahalakshmi Layout,60,142 mm
2022,Chikkapete,60,142 mm
2022,Jayanagar,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Nagasandra,60,142 mm
2022,Marenahalli,60,142 mm
2022,Chikkapete,60,142 mm
2022,Banashankari,60,142 mm
2022,Banaswadi,60,142 mm
2022,Marenahalli,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Chikkapete,60,142 mm
2022,Chikkapete,60,142 mm
2022,Gandhinagar,60,142 mm
2022,Chikkapete,60,142 mm
2022,Richmond Town,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Bannerughatta,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Basavanagudi,60,142 mm
2022,Chikkapete,60,142 mm
2022,Basaveshwaranagar,60,142 mm
2022,Mahalakshmi Layout,60,142 mm
2022,Haralur,60,142 mm
2022,Frazer Town,60,142 mm
2022,Anekal,60,142 mm
2022,Bettahalasuru,60,142 mm
2022,Rajajinagar,60,142 mm
2022,Byyappanahalli,60,142 mm
2022,Icchanguru,60,142 mm
2022,Byyappanahalli,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,C V Raman Nagar,60,142 mm
2022,Richmond Town,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Chikkapete,60,142 mm
2022,Chamarajapete,60,142 mm
2022,Chamarajapete,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Chikkapete,60,142 mm
2022,Vidyaranyapura,60,142 mm
2022,Bettahalasuru,60,142 mm
2022,Uttarahalli,60,142 mm
2022,Puradhapalya,60,142 mm
2022,Puradhapalya,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Hosamanegalu,60,142 mm
2022,Nagavara,60,142 mm
2022,Krishnarajapuram,60,142 mm
2022,Marenahalli,60,142 mm
2022,Bettahalasuru,60,142 mm
2022,Badamanavarthekaval,60,142 mm
2022,Marathahalli,60,142 mm
2022,Sarjapura,60,142 mm
2022,Ramamurthy Nagar,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Electronic City,60,142 mm
2022,Frazer Town,60,142 mm
2022,Sriramapuram,60,142 mm
2022,Banashankari,60,142 mm
2022,Yeswanthpur,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Jalahalli,60,142 mm
2022,Gunjur,60,142 mm
2022,Jalahalli,60,142 mm
2022,Hebbal,60,142 mm
2022,Halasuru,60,142 mm
2022,Shivajinagar,60,142 mm
2022,HSR Layout,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Sarjapura,60,142 mm
2022,Anekal,60,142 mm
2022,Hebbal,60,142 mm
2022,Anekal,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Hoodi,60,142 mm
2022,Banaswadi,60,142 mm
2022,Banashankari,60,142 mm
2022,Anekal,60,142 mm
2022,Halasuru,60,142 mm
2022,Bettahalasuru,60,142 mm
2022,RMV 2nd Stage,60,142 mm
2022,Whitefield,60,142 mm
2022,Anekal,60,142 mm
2022,Indiranagar,60,142 mm
2022,Indiranagar,60,142 mm
2022,Rajajinagar,60,142 mm
2022,Banashankari,60,142 mm
2022,RT Nagar,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Jalahalli,60,142 mm
2022,Jalahalli,60,142 mm
2022,Banaswadi,60,142 mm
2022,Jayanagar,60,142 mm
2022,Jayanagar,60,142 mm
2022,Basavanagudi,60,142 mm
2022,Jayanagar,60,142 mm
2022,Frazer Town,60,142 mm
2022,Whitefield,60,142 mm
2022,Anekal,60,142 mm
2022,Basaveshwaranagar,60,142 mm
2022,Gandhinagar,60,142 mm
2022,Malleswaram,60,142 mm
2022,Lingarajapuram,60,142 mm
2022,Puradhapalya,60,142 mm
2022,Hosamanegalu,60,142 mm
2022,Hosamanegalu,60,142 mm
2022,Banaswadi,60,142 mm
2022,Basaveshwaranagar,60,142 mm
2022,Hosamanegalu,60,142 mm
2022,Marenahalli,60,142 mm
2022,Mahalakshmi Layout,60,142 mm
2022,Banashankari,60,142 mm
2022,Rajarajeshwari Nagar,60,142 mm
2022,Koramangala,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Sahakaranagara,60,142 mm
2022,Badamanavarthekaval,60,142 mm
2022,Koramangala,60,142 mm
2022,Koramangala,60,142 mm
2022,Koramangala,60,142 mm
2022,Kyalasanahalli,60,142 mm
2022,Krishnarajapuram,60,142 mm
2022,Ramamurthy Nagar,60,142 mm
2022,Sarjapura,60,142 mm
2022,Chikkelluru Ramapura,60,142 mm
2022,Marathahalli,60,142 mm
2022,Basavanagudi,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Lingarajapuram,60,142 mm
2022,Mathikere,60,142 mm
2022,Jayanagar,60,142 mm
2022,Kempapura Agrahara,60,142 mm
2022,Hoodi,60,142 mm
2022,Mahalakshmi Layout,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Baiyyappanahalli,60,142 mm
2022,Malleswaram,60,142 mm
2022,Malleswaram,60,142 mm
2022,Baiyyappanahalli,60,142 mm
2022,Marathahalli,60,142 mm
2022,Anekal,60,142 mm
2022,Baiyyappanahalli,60,142 mm
2022,Mathikere,60,142 mm
2022,Basavanagudi,60,142 mm
2022,Icchanguru,60,142 mm
2022,Byyappanahalli,60,142 mm
2022,Hosamanegalu,60,142 mm
2022,Malleswaram,60,142 mm
2022,Mathikere,60,142 mm
2022,Byyappanahalli,60,142 mm
2022,Richmond Town,60,142 mm
2022,Narayanagatta,60,142 mm
2022,Gunjur,60,142 mm
2022,Hosamanegalu,60,142 mm
2022,Nagarabhavi,60,142 mm
2022,Nagasandra,60,142 mm
2022,Nagavara,60,142 mm
2022,Mahalakshmi Layout,60,142 mm
2022,Chikkapete,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Rajarajeshwari Nagar,60,142 mm
2022,Icchanguru,60,142 mm
2022,Chikkapete,60,142 mm
2022,Sriramapuram,60,142 mm
2022,RT Nagar,60,142 mm
2022,Jayanagar,60,142 mm
2022,Malleswaram,60,142 mm
2022,Gunjur,60,142 mm
2022,Basavanagudi,60,142 mm
2022,RT Nagar,60,142 mm
2022,RMV 2nd Stage,60,142 mm
2022,Rajajinagar,60,142 mm
2022,Rajajinagar,60,142 mm
2022,Rajajinagar,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Rajarajeshwari Nagar,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Sriramapuram,60,142 mm
2022,Whitefield,60,142 mm
2022,Nagavara,60,142 mm
2022,Ramamurthy Nagar,60,142 mm
2022,Marathahalli,60,142 mm
2022,Richmond Town,60,142 mm
2022,Kengeri,60,142 mm
2022,Sadashivanagar,60,142 mm
2022,Sahakaranagara,60,142 mm
2022,Anekal,60,142 mm
2022,Hosamanegalu,60,142 mm
2022,Sarjapura,60,142 mm
2022,Sadashivanagar,60,142 mm
2022,Malleswaram,60,142 mm
2022,Basavanagudi,60,142 mm
2022,Anekal,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Halasuru,60,142 mm
2022,Halasuru,60,142 mm
2022,Chikkapete,60,142 mm
2022,Sriramapuram,60,142 mm
2022,Koramangala,60,142 mm
2022,Lingarajapuram,60,142 mm
2022,Gandhinagar,60,142 mm
2022,Uttarahalli,60,142 mm
2022,Malleswaram,60,142 mm
2022,Bettahalasuru,60,142 mm
2022,Puradhapalya,60,142 mm
2022,Byyappanahalli,60,142 mm
2022,Anekal,60,142 mm
2022,Jayanagar,60,142 mm
2022,RT Nagar,60,142 mm
2022,Anekal,60,142 mm
2022,Gunjur,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Malleswaram,60,142 mm
2022,Nagavara,60,142 mm
2022,Vasanth Nagar,60,142 mm
2022,Bettahalasuru,60,142 mm
2022,Vidyaranyapura,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Vijaya Nagar,60,142 mm
2022,Byyappanahalli,60,142 mm
2022,Basavanagudi,60,142 mm
2022,Herohalli,60,142 mm
2022,Chamarajapete,60,142 mm
2022,Austin Town,60,142 mm
2022,Malleswaram,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Whitefield,60,142 mm
2022,Icchanguru,60,142 mm
2022,Jayanagar,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Shinganayakanahalli,60,142 mm
2022,Marathahalli,60,142 mm
2022,Yeswanthpur,60,142 mm
2022,Yeswanthpur,60,142 mm
2023,Hunasamaranahalli,62,147 mm
2023,Koramangala,62,147 mm
2023,Sahakaranagara,62,147 mm
2023,Hebbal,62,147 mm
2023,Anekal,62,147 mm
2023,Anekal,62,147 mm
2023,Nagavara,62,147 mm
2023,Malleswaram,62,147 mm
2023,Icchanguru,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Austin Town,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Mahalakshmi Layout,62,147 mm
2023,Chikkapete,62,147 mm
2023,Jayanagar,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Nagasandra,62,147 mm
2023,Marenahalli,62,147 mm
2023,Chikkapete,62,147 mm
2023,Banashankari,62,147 mm
2023,Banaswadi,62,147 mm
2023,Marenahalli,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Chikkapete,62,147 mm
2023,Chikkapete,62,147 mm
2023,Gandhinagar,62,147 mm
2023,Chikkapete,62,147 mm
2023,Richmond Town,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Bannerughatta,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Basavanagudi,62,147 mm
2023,Chikkapete,62,147 mm
2023,Basaveshwaranagar,62,147 mm
2023,Mahalakshmi Layout,62,147 mm
2023,Haralur,62,147 mm
2023,Frazer Town,62,147 mm
2023,Anekal,62,147 mm
2023,Bettahalasuru,62,147 mm
2023,Rajajinagar,62,147 mm
2023,Byyappanahalli,62,147 mm
2023,Icchanguru,62,147 mm
2023,Byyappanahalli,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,C V Raman Nagar,62,147 mm
2023,Richmond Town,62,147 mm
2023,Shinganayakanahalli,62,147 mm
2023,Chikkapete,62,147 mm
2023,Chamarajapete,62,147 mm
2023,Chamarajapete,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Chikkapete,62,147 mm
2023,Vidyaranyapura,62,147 mm
2023,Bettahalasuru,62,147 mm
2023,Uttarahalli,62,147 mm
2023,Puradhapalya,62,147 mm
2023,Puradhapalya,62,147 mm
2023,Vasanth Nagar,62,147 mm
2023,Vijaya Nagar,62,147 mm
2023,Hosamanegalu,62,147 mm
2023,Nagavara,62,147 mm
2023,Krishnarajapuram,62,147 mm
2023,Marenahalli,62,147 mm
2023,Bettahalasuru,62,147 mm
2023,Badamanavarthekaval,62,147 mm
2023,Marathahalli,62,147 mm
2023,Sarjapura,62,147 mm
2023,Ramamurthy Nagar,62,147 mm
2023,Vasanth Nagar,62,147 mm
